"MONTH","YEAR","ave_precip_mo","ave_mo_t","opium_t","mj_t","coca_t","fips"
5,1998,1.965711,13.29018,24,24,1,"SF"
5,1999,2.209804,14.24312,18,18,3,"SF"
5,2000,3.055714,13.275,19.5,19,2,"SF"
5,2001,1.65,13.88417,19.5,19.5,2.5,"SF"
5,2002,2.869697,14.24993,18,18,2,"SF"
5,2003,0.2233333,13.76417,15.5,15,2.5,"SF"
5,2004,0.04166667,14.22303,22,22,2.5,"SF"
5,2005,0.9544086,13.8998,21,21,0,"SF"
5,2006,4.88538,13.00667,22.5,22.5,1,"SF"
5,2007,3.891667,13.17072,19.5,19,1,"SF"
5,2008,1.778571,15.1725,19.5,19.5,3.5,"SF"
5,2009,3.665556,14.11382,21,21,1,"SF"
5,2010,3.55,14.50542,24,23.5,3,"SF"
5,2011,1.963542,14.05006,21,21,3,"SF"
5,2012,0.7461538,14.07055,23,23,2,"SF"
5,2013,3.14881,13.65119,24,24,1.5,"SF"
5,2014,2.129167,14.35426,23.5,23.5,0,"SF"
5,2015,1.5625,15.06793,24,24,0.5,"SF"
5,2016,1.258333,13.55645,16,16,0,"SF"
5,2017,0.1428571,13.77565,18,18,0,"SF"
5,2018,1.888889,14.32419,23,23,2,"SF"
6,1970,0.5825641,NA,0,0,0,"SF"
6,1971,0.2005128,NA,0,0,0,"SF"
6,1972,0.4425641,NA,0,0,0,"SF"
6,1973,0.08595238,NA,0,0,0,"SF"
6,1974,0.6119048,NA,0,0,0,"SF"
6,1975,0.59,NA,0,0,0,"SF"
6,1976,0.4202778,NA,0,0,0,"SF"
6,1977,0.5818744,NA,0,0,0,"SF"
6,1978,0.2944444,NA,0,0,0,"SF"
6,1979,0.4208842,NA,0,0,0,"SF"
6,1980,0.3367905,NA,0,0,0,"SF"
6,1981,0.4780952,NA,0,0,0,"SF"
6,1982,0.667381,12.18696,1.642857,1.642857,0,"SF"
6,1983,1.202234,12.88462,1.857143,1.857143,0,"SF"
6,1984,0.2678555,14.28095,1.5,1.5,0.07142857,"SF"
6,1985,0.8036364,14.125,1.857143,1.857143,0,"SF"
6,1986,0.8824359,13.96111,1.928571,1.928571,0,"SF"
6,1987,0.7239194,13.74091,1.571429,1.571429,0.1428571,"SF"
6,1988,0.7238312,12.775,1.285714,1.285714,0.07142857,"SF"
6,1989,0.6967659,13.43571,1,1,0.1428571,"SF"
6,1990,0.792046,11.85238,1.75,1.75,0,"SF"
6,1991,1.223037,13.365,1.666667,1.666667,0,"SF"
6,1992,0.8375214,12.98043,2.090909,2.090909,0.09090909,"SF"
6,1993,0.4203125,13.51667,2.7,2.7,0,"SF"
6,1994,0.2333048,13.128,2.5,2.5,0,"SF"
6,1995,0.4020576,13.17333,1.5,1.5,0,"SF"
6,1996,0.4226496,13.34412,1.7,1.7,0,"SF"
6,1997,0.7451852,12.41111,1.8,1.8,0,"SF"
6,1998,0.8759259,12.27112,18.5,18.5,0.5,"SF"
6,1999,1.35,12.34044,19,18.5,2.5,"SF"
6,2000,3.145,12.28218,21.5,21.5,1.5,"SF"
6,2001,2.211538,11.53761,21,21,0,"SF"
6,2002,2.268571,10.448,20.5,20,0,"SF"
6,2003,0.2190476,10.62197,18.5,18,0,"SF"
6,2004,1.439123,11.42886,19.5,19.5,1,"SF"
6,2005,1.678846,11.78055,22.5,22.5,0,"SF"
6,2006,1.711111,12.96803,22,22,0.5,"SF"
6,2007,3.066111,11.95226,22.5,22,0,"SF"
6,2008,1.35,11.53439,21.5,21.5,0,"SF"
6,2009,3.207143,12.68594,14,14,0,"SF"
6,2010,2.356667,11.2569,21,20.5,0,"SF"
6,2011,10.5,11.60064,21.5,20.5,0.5,"SF"
6,2012,4.7625,10.98603,17.5,17.5,0,"SF"
6,2013,6.347368,11.97771,19.5,18.5,0,"SF"
6,2014,5.761538,11.53808,21.5,21,0,"SF"
6,2015,3.583929,10.90789,22.5,22.5,0,"SF"
6,2016,1.785714,11.95,15,14.5,0,"SF"
6,2017,2.845,10.62256,17.5,17.5,0,"SF"
6,2018,4.404167,12.53675,16.5,16,0.5,"SF"
7,1970,0.516129,NA,0,0,0,"SF"
7,1971,0.9411911,NA,0,0,0,"SF"
7,1972,0.1200993,NA,0,0,0,"SF"
7,1973,0.3644009,NA,0,0,0,"SF"
7,1974,0.1725086,NA,0,0,0,"SF"
7,1975,0.4076923,NA,0,0,0,"SF"
7,1976,0.2873449,NA,0,0,0,"SF"
7,1977,0.4519189,NA,0,0,0,"SF"
7,1978,0.2915803,NA,0,0,0,"SF"
7,1979,1.312903,NA,0,0,0,"SF"
7,1980,0.1507692,NA,0,0,0,"SF"
7,1981,0.5469967,NA,0,0,0,"SF"
7,1982,0.899063,13.06522,1.642857,1.642857,0.07142857,"SF"
7,1983,1.159264,12.64792,1.714286,1.714286,0,"SF"
7,1984,0.2291811,13.875,1.142857,1.142857,0,"SF"
7,1985,0.3303302,12.31111,1.928571,1.928571,0.1428571,"SF"
7,1986,0.3449227,12.99444,1.928571,1.928571,0,"SF"
7,1987,0.7049923,13.48077,1.857143,1.857143,0.07142857,"SF"
7,1988,0.4369284,12.25,1.5,1.5,0,"SF"
7,1989,0.6882392,12.29118,1.214286,1.214286,0,"SF"
7,1990,0.6000667,12.34474,1.583333,1.583333,0,"SF"
7,1991,0.5719785,13.25556,1.5,1.5,0,"SF"
7,1992,0.6049515,12.43125,2.181818,2.181818,0,"SF"
7,1993,0.5743877,14.13077,2.6,2.6,0.3,"SF"
7,1994,0.385826,12.79167,2.4,2.4,0.1,"SF"
7,1995,0.4476989,11.71765,1.7,1.7,0,"SF"
7,1996,1.074387,11.47353,1.7,1.7,0,"SF"
7,1997,0.3125979,13.28889,1.8,1.8,0.1,"SF"
7,1998,1.715361,11.14399,20,19.5,0,"SF"
7,1999,3.094444,11.36858,16.5,16.5,0,"SF"
7,2000,2.472727,10.29792,19.5,19,0,"SF"
7,2001,5.264912,11.39793,13,13,0,"SF"
7,2002,3.245238,10.29398,18.5,17.5,0,"SF"
7,2003,0.6615385,11.13167,20.5,20,0,"SF"
7,2004,1.152957,9.666987,17.5,16.5,0,"SF"
7,2005,1.295455,11.50969,21,19.5,0,"SF"
7,2006,2.077273,13.52888,23.5,23.5,0,"SF"
7,2007,8.946154,11.06429,22.5,22.5,0,"SF"
7,2008,10.05294,11.19271,15.5,15.5,0,"SF"
7,2009,4.5875,10.89104,19,18,0.5,"SF"
7,2010,1.551923,11.00708,23.5,23.5,0,"SF"
7,2011,2.766667,9.416608,17,15,0,"SF"
7,2012,4.618182,11.30676,17.5,17.5,0,"SF"
7,2013,1.545,12.12667,22.5,22,0,"SF"
7,2014,4.492308,10.65872,20,20,0,"SF"
7,2015,3.928571,11.40142,23,23,0,"SF"
7,2016,3.354762,10.14194,16,15.5,0,"SF"
7,2017,4.016667,11.86438,18.5,18.5,0,"SF"
7,2018,4.663636,11.7089,18.5,18,1.5,"SF"
8,1970,0.962531,NA,0,0,0,"SF"
8,1971,0.7665012,NA,0,0,0,"SF"
8,1972,0.2645161,NA,0,0,0,"SF"
8,1973,0.7314516,NA,0,0,0,"SF"
8,1974,1.729988,NA,0,0,0,"SF"
8,1975,0.3176179,NA,0,0,0,"SF"
8,1976,0.1483871,NA,0,0,0,"SF"
8,1977,0.5288255,NA,0,0,0,"SF"
8,1978,0.9236828,NA,0,0,0,"SF"
8,1979,1.545161,NA,0,0,0,"SF"
8,1980,0.5953763,NA,0,0,0,"SF"
8,1981,1.863396,NA,0,0,0,"SF"
8,1982,0.4591129,12.92174,1.642857,1.642857,0,"SF"
8,1983,0.3866066,13.43167,2.142857,2.142857,0.2142857,"SF"
8,1984,0.7068238,13.19375,1.142857,1.142857,0,"SF"
8,1985,0.2119603,13.9963,1.928571,1.928571,0.1428571,"SF"
8,1986,0.9208868,14.94655,2.071429,2.071429,0.1428571,"SF"
8,1987,0.9615808,14.3125,1.714286,1.714286,0.07142857,"SF"
8,1988,0.4689324,13.46538,0.9285714,0.9285714,0,"SF"
8,1989,0.5205128,12.98571,1,1,0,"SF"
8,1990,0.2358287,12.62895,1.583333,1.583333,0.08333333,"SF"
8,1991,0.1968,11.658,2.083333,2.083333,0.08333333,"SF"
8,1992,0.7183071,12.972,2.272727,2.272727,0,"SF"
8,1993,0.3605267,14.04038,2.6,2.6,0.2,"SF"
8,1994,0.1487455,13.06,2.5,2.5,0,"SF"
8,1995,0.6763027,13.13947,1.9,1.9,0.1,"SF"
8,1996,1.0636,12.03421,1.9,1.9,0,"SF"
8,1997,0.3716965,13.69091,2.2,2.2,0.2,"SF"
8,1998,0.7309561,12.67739,19.5,19.5,1.5,"SF"
8,1999,3.120833,13.90726,17.5,17.5,2,"SF"
8,2000,2.883333,13.18528,23.5,23.5,1,"SF"
8,2001,2.7625,13.13929,21,21,0.5,"SF"
8,2002,2.934048,13.19783,23,23,2,"SF"
8,2003,1.804545,11.55,20.5,20.5,0.5,"SF"
8,2004,3.706988,12.99861,15.5,15.5,0.5,"SF"
8,2005,1.801634,13.08542,20.5,20.5,1,"SF"
8,2006,3.7875,13.53596,21.5,21.5,1,"SF"
8,2007,2.166111,12.8875,22.5,22.5,0.5,"SF"
8,2008,1.357353,13.25078,21.5,21.5,1.5,"SF"
8,2009,2.8375,12.67796,23.5,23,0,"SF"
8,2010,0.9076923,13.08268,22.5,22.5,0.5,"SF"
8,2011,3.1525,12.15569,17.5,17.5,1.5,"SF"
8,2012,1.961364,12.8931,20,20,1,"SF"
8,2013,4.592763,12.39515,24,24,2.5,"SF"
8,2014,4.961364,13.32948,22,22,1,"SF"
8,2015,2.177778,14.16976,21,21,0.5,"SF"
8,2016,8.525,13.26008,17.5,17.5,0.5,"SF"
8,2017,2.6375,12.91333,18,18,0,"SF"
8,2018,1.904167,12.79556,23.5,23.5,0.5,"SF"
9,1970,0.3102564,NA,0,0,0,"SF"
9,1971,0.2138889,NA,0,0,0,"SF"
9,1972,0.3330769,NA,0,0,0,"SF"
9,1973,1.039048,NA,0,0,0,"SF"
9,1974,0.1865934,NA,0,0,0,"SF"
9,1975,0.9107692,NA,0,0,0,"SF"
9,1976,0.5585714,NA,0,0,0,"SF"
9,1977,1.371026,NA,0,0,0,"SF"
9,1978,0.995377,NA,0,0,0,"SF"
9,1979,0.5522222,NA,0,0,0,"SF"
9,1980,1.394286,NA,0,0,0,"SF"
9,1981,0.6348358,NA,0,0,0,"SF"
9,1982,0.9049351,16.11,1.785714,1.785714,0.2142857,"SF"
9,1983,0.7281585,13.72955,1.571429,1.571429,0,"SF"
9,1984,0.4276923,16.41944,1.285714,1.285714,0.3571429,"SF"
9,1985,0.5083333,14.9375,2,2,0.4285714,"SF"
9,1986,0.5191453,15.86207,2.071429,2.071429,0.4285714,"SF"
9,1987,3.471143,14.15,1.285714,1.285714,0,"SF"
9,1988,1.225498,14.00714,2,2,0,"SF"
9,1989,0.5174545,14.48889,1.285714,1.285714,0.1428571,"SF"
9,1990,0.2152667,14.62174,1.916667,1.916667,0.1666667,"SF"
9,1991,0.8004,14.87708,2,2,0.1666667,"SF"
9,1992,0.267094,13.692,2.272727,2.272727,0.2727273,"SF"
9,1993,0.4126975,15.372,2.5,2.5,0.2,"SF"
9,1994,0.1236111,16.01957,2.3,2.3,0.6,"SF"
9,1995,0.4036111,15.24062,1.6,1.6,0.2,"SF"
9,1996,0.4972625,13.50556,1.8,1.8,0,"SF"
9,1997,0.4395062,17.35,1.8,2,0.7,"SF"
9,1998,0.6891304,14.546,21.5,21.5,5,"SF"
9,1999,3.34881,14.18235,14,14,0,"SF"
9,2000,4.660795,14.75473,23,23,3,"SF"
9,2001,3.734559,14.57619,20.5,20.5,2.5,"SF"
9,2002,0.9126087,15.29485,21.5,21.5,3.5,"SF"
9,2003,1.454987,15.13675,19.5,19.5,3.5,"SF"
9,2004,1.374583,14.57475,22,22,3.5,"SF"
9,2005,1.786806,15.60625,25.5,25.5,7,"SF"
9,2006,2.674747,16.37522,22,22,8,"SF"
9,2007,2.530556,16.26638,21.5,21.5,8,"SF"
9,2008,3.402083,14.047,22.5,22.5,3.5,"SF"
9,2009,3.934167,14.92917,20,20,4,"SF"
9,2010,1.041758,16.38128,22.5,22.5,5,"SF"
9,2011,0.659375,15.1189,22,22,4,"SF"
9,2012,6.629261,13.24402,16,16,0.5,"SF"
9,2013,2.630263,14.43482,23.5,23.5,4,"SF"
9,2014,4.133333,16.22906,21.5,21.5,7.5,"SF"
9,2015,1.133333,16.16911,21.5,21.5,7,"SF"
9,2016,2.439286,14.51071,14.5,14,4.5,"SF"
9,2017,1.275,16.05923,15.5,15.5,7,"SF"
9,2018,3.693333,15.25829,21,20.5,6,"SF"
10,1970,1.427295,NA,0,0,0,"SF"
10,1971,1.208685,NA,0,0,0,"SF"
10,1972,0.7436725,NA,0,0,0,"SF"
10,1973,0.9824885,NA,0,0,0,"SF"
10,1974,0.7910138,NA,0,0,0,"SF"
10,1975,0.6193548,NA,0,0,0,"SF"
10,1976,2.850381,NA,0,0,0,"SF"
10,1977,1.216589,NA,0,0,0,"SF"
10,1978,1.202971,NA,0,0,0,"SF"
10,1979,1.294577,NA,0,0,0,"SF"
10,1980,0.3522565,NA,0,0,0,"SF"
10,1981,1.053656,NA,0,0,0,"SF"
10,1982,2.415619,17.47037,1.857143,1.928571,0.6428571,"SF"
10,1983,1.760704,17.05357,2,2,0.7857143,"SF"
10,1984,2.124566,16.538,1.785714,1.785714,0.5714286,"SF"
10,1985,1.863839,17.1125,1.642857,1.714286,0.5714286,"SF"
10,1986,2.586998,17.00217,1.642857,1.642857,0.4285714,"SF"
10,1987,1.196412,16.75227,1.571429,1.571429,0.5,"SF"
10,1988,1.820406,15.3119,1.5,1.5,0.2142857,"SF"
10,1989,1.090833,15.36957,1.642857,1.642857,0.3571429,"SF"
10,1990,0.7149141,16.49423,2.166667,2.166667,0.4166667,"SF"
10,1991,2.086676,17.51429,1.75,1.75,0.5833333,"SF"
10,1992,1.229391,16.67692,2.363636,2.363636,0.5454545,"SF"
10,1993,1.043276,17.38125,2.4,2.4,0.7,"SF"
10,1994,1.053763,17.02708,2.4,2.4,0.8,"SF"
10,1995,1.317457,16.13421,1.8,1.9,0.4,"SF"
10,1996,1.398208,15.28611,1.8,1.8,0.4,"SF"
10,1997,0.9072043,17.77381,2,2.1,1,"SF"
10,1998,0.9276167,16.27066,19.5,19.5,5,"SF"
10,1999,1,16.79057,15.5,15.5,6,"SF"
10,2000,3.644608,16.81545,23.5,23.5,7.5,"SF"
10,2001,4.076077,17.52231,20.5,20.5,7.5,"SF"
10,2002,1.913937,16.99769,22.5,22.5,10,"SF"
10,2003,0.9832237,17.68571,22,22.5,10.5,"SF"
10,2004,2.315082,17.60938,20,21,9.5,"SF"
10,2005,2.8625,16.53196,20,20.5,5.5,"SF"
10,2006,3.525368,19.01214,19.5,21.5,15,"SF"
10,2007,4.963462,16.58574,23.5,23.5,7.5,"SF"
10,2008,1.782026,17.31382,22.5,22.5,9.5,"SF"
10,2009,3.537941,17.40143,24,24,9.5,"SF"
10,2010,2.293235,17.09451,23.5,24,7.5,"SF"
10,2011,2.203125,16.95209,20.5,20.5,8.5,"SF"
10,2012,2.833333,16.5928,18.5,18.5,5.5,"SF"
10,2013,1.208333,16.60898,21,21,6.5,"SF"
10,2014,1.7,16.7789,23.5,23.5,9.5,"SF"
10,2015,0.7039683,18.70792,24.5,25,15,"SF"
10,2016,1.039803,17.16833,16.5,16.5,8.5,"SF"
10,2017,1.35,18.00481,14.5,15,6.5,"SF"
10,2018,1.6,17.68343,21.5,23,8,"SF"
11,1970,1.195128,NA,0,0,0,"SF"
11,1971,1.171026,NA,0,0,0,"SF"
11,1972,1.513846,NA,0,0,0,"SF"
11,1973,1.58881,NA,0,0,0,"SF"
11,1974,2.544592,NA,0,0,0,"SF"
11,1975,2.176944,NA,0,0,0,"SF"
11,1976,1.712646,NA,0,0,0,"SF"
11,1977,2.020275,NA,0,0,0,"SF"
11,1978,1.091269,NA,0,0,0,"SF"
11,1979,1.266303,NA,0,0,0,"SF"
11,1980,2.768667,NA,0,0,0,"SF"
11,1981,1.358456,19,0.07142857,0.07142857,0.07142857,"SF"
11,1982,1.453864,18.04464,2,2,1,"SF"
11,1983,2.585833,18.66538,1.857143,1.857143,1.214286,"SF"
11,1984,1.567308,19.7,1.714286,1.928571,1.428571,"SF"
11,1985,2.046343,21.33167,1.428571,2.142857,1.642857,"SF"
11,1986,2.15213,18.78409,1.571429,1.571429,1,"SF"
11,1987,1.925238,18.1,1.571429,1.571429,0.9285714,"SF"
11,1988,1.230256,19.53,1.642857,1.785714,1.357143,"SF"
11,1989,2.561417,19.35,1.357143,1.357143,1,"SF"
11,1990,0.6198788,18.325,2.166667,2.166667,1.5,"SF"
11,1991,0.6654074,18.18333,2,2,1.083333,"SF"
11,1992,1.266091,18.6069,2.545455,2.636364,1.454545,"SF"
11,1993,1.1307,19.67708,2.2,2.4,2,"SF"
11,1994,0.8505926,18.165,1.9,2,0.8,"SF"
11,1995,2.093498,18.95,1.6,1.8,1.1,"SF"
11,1996,3.117037,16.3925,2,2,0.5,"SF"
11,1997,0.4797222,18.77381,2,2.1,1.5,"SF"
11,1998,2.524612,18.76875,20.5,20.5,13,"SF"
11,1999,0.7741667,19.69821,15.5,16.5,11.5,"SF"
11,2000,1.803333,17.85775,24.5,25.5,12.5,"SF"
11,2001,3.429167,19.13938,18,19.5,13,"SF"
11,2002,1.765917,17.40753,24,24.5,10,"SF"
11,2003,2.452083,18.93004,21.5,21.5,14.5,"SF"
11,2004,2.02218,20.05292,17,17.5,14.5,"SF"
11,2005,5.414683,19.03382,19,19.5,13,"SF"
11,2006,2.876515,19.89989,20,21,16.5,"SF"
11,2007,2.683333,18.00069,21.5,21.5,12,"SF"
11,2008,3.958333,19.37173,19.5,20.5,16.5,"SF"
11,2009,6.599248,18.89767,24.5,24.5,16.5,"SF"
11,2010,3.766667,18.82917,22,22,12.5,"SF"
11,2011,4.851042,18.22274,18.5,20,8.5,"SF"
11,2012,2.38,18.65336,26,26.5,17.5,"SF"
11,2013,5.191422,18.79378,23.5,24,16.5,"SF"
11,2014,2.669949,18.05399,21.5,21.5,12,"SF"
11,2015,2.380556,18.72286,23.5,24,16.5,"SF"
11,2016,3.594444,20.793,13,13,7,"SF"
11,2017,4.211278,18.40025,18,18,10,"SF"
11,2018,1.66039,18.356,20,20.5,10.5,"SF"
12,1970,2.208933,NA,0,0,0,"SF"
12,1971,2.195037,NA,0,0,0,"SF"
12,1972,0.7205955,NA,0,0,0,"SF"
12,1973,2.502995,NA,0,0,0,"SF"
12,1974,1.541982,NA,0,0,0,"SF"
12,1975,3.53744,NA,0,0,0,"SF"
12,1976,1.471677,NA,0,0,0,"SF"
12,1977,2.190057,NA,0,0,0,"SF"
12,1978,2.647986,NA,0,0,0,"SF"
12,1979,0.9715438,NA,0,0,0,"SF"
12,1980,1.283871,NA,0,0,0,"SF"
12,1981,1.945943,NA,0,0,0,"SF"
12,1982,0.9990015,18.478,1.785714,1.785714,0.8571429,"SF"
12,1983,1.782227,20.73519,1.785714,1.928571,1.642857,"SF"
12,1984,0.8820867,19.43036,2,2,1.571429,"SF"
12,1985,3.498164,20.55345,1.857143,2.071429,1.642857,"SF"
12,1986,1.099299,21.9125,1,1.428571,1.357143,"SF"
12,1987,1.337364,19.6413,1.642857,1.642857,1.357143,"SF"
12,1988,2.19603,21.37708,1.571429,1.714286,1.571429,"SF"
12,1989,0.5556258,19.82174,1.5,1.642857,1.285714,"SF"
12,1990,1.265082,20.57963,2,2.25,1.916667,"SF"
12,1991,1.301694,20.3037,2.166667,2.25,2,"SF"
12,1992,0.223587,19.90862,2.545455,2.636364,2.454545,"SF"
12,1993,1.759716,21.08393,2.2,2.8,2,"SF"
12,1994,1.004832,21.16957,2,2.3,2,"SF"
12,1995,2.998484,21.58261,1.8,2.3,2.1,"SF"
12,1996,2.277412,19.68333,1.6,1.8,1.3,"SF"
12,1997,0.448,20.76429,1.7,2.1,1.7,"SF"
12,1998,3.156341,19.9081,21.5,23,18.5,"SF"
12,1999,4.660417,21.16538,17,20.5,14.5,"SF"
12,2000,2.383333,19.875,20.5,21,18,"SF"
12,2001,1.676176,20.14247,22,24.5,20.5,"SF"
12,2002,2.307298,20.05779,15.5,18,12.5,"SF"
12,2003,0.7573123,20.07569,14,15,12.5,"SF"
12,2004,3.305586,20.49542,20.5,22,17,"SF"
12,2005,1.4875,20.59931,16,19,16.5,"SF"
12,2006,3.631579,20.29509,25,25,22,"SF"
12,2007,3.104167,19.45684,17,18.5,12.5,"SF"
12,2008,4.328409,20.77,16,17.5,16,"SF"
12,2009,2.042949,20.33256,24,25,22.5,"SF"
12,2010,3.838158,20.61573,21.5,24,21,"SF"
12,2011,4.598889,20.25023,15,15.5,12.5,"SF"
12,2012,3.890873,20.85742,18,22,15.5,"SF"
12,2013,4.317647,20.50485,21.5,23.5,17,"SF"
12,2014,3.345,20.33795,23,25,21.5,"SF"
12,2015,2.293684,22.29797,19.5,24.5,21.5,"SF"
12,2016,4.827778,19.87045,11.5,12,10,"SF"
12,2017,3.342857,19.71065,18,18,13,"SF"
12,2018,3.901049,21.01289,20.5,24.5,19.5,"SF"
1,1970,10.41935,15.2871,30,30,2,"SH"
1,1971,5.16129,14.17903,31,31,0,"SH"
1,1972,6.16129,13.36129,31,31,0,"SH"
1,1973,5.548387,14.07258,31,31,1,"SH"
1,1974,2.516129,14.77258,31,31,3,"SH"
1,1975,5.096774,15.6371,31,31,6,"SH"
1,1976,4.677419,15.24355,31,31,5,"SH"
1,1977,6.193548,14.00968,31,31,2,"SH"
1,1978,7.387097,14.82581,31,31,4,"SH"
1,1979,6.516129,14.60484,31,31,2,"SH"
1,1980,7.322581,15.71774,31,31,10,"SH"
1,1981,3.16129,15.18387,31,31,7,"SH"
1,1982,7.354839,15.03065,31,31,6,"SH"
1,1983,6.774194,13.05323,31,31,0,"SH"
1,1984,9.032258,13.7,31,31,0,"SH"
1,1985,5.419355,12.72419,31,31,1,"SH"
1,1986,5.870968,14.1129,31,31,1,"SH"
1,1987,12.54839,13.90323,31,31,1,"SH"
1,1988,10.96774,15.22097,31,31,5,"SH"
1,1989,3.419355,14.0371,31,31,2,"SH"
1,1990,13.25806,14.75645,31,31,3,"SH"
1,1991,5.741935,14.4371,31,31,3,"SH"
1,1992,9.032258,14.35645,31,31,4,"SH"
1,1993,6.16129,14.52742,31,31,2,"SH"
1,1994,9.709677,15.32742,31,31,1,"SH"
1,1995,5.806452,13.61613,31,31,2,"SH"
1,1996,5.193548,15.41129,31,31,4,"SH"
1,1997,7.322581,14.92742,31,31,3,"SH"
1,1998,4.774194,13.94839,31,31,1,"SH"
1,1999,5.387097,14.69194,31,31,4,"SH"
1,2000,6.129032,14.85161,31,31,5,"SH"
1,2001,3.419355,15.26129,31,31,6,"SH"
2,1970,10.35714,14.51786,28,28,5,"SH"
2,1971,7.321429,14.0625,28,28,3,"SH"
2,1972,5.896552,13.96379,29,29,2,"SH"
2,1973,5.428571,14.20179,28,28,1,"SH"
2,1974,5.857143,15.73214,28,28,4,"SH"
2,1975,8.25,16.14464,28,28,6,"SH"
2,1976,5.793103,14.27931,29,29,1,"SH"
2,1977,4.857143,13.30357,28,28,1,"SH"
2,1978,5.392857,14.18571,28,28,3,"SH"
2,1979,8.107143,17.5875,27,27,1,"SH"
2,1980,3.241379,15.84655,29,29,7,"SH"
2,1981,2.321429,15.43571,28,28,5,"SH"
2,1982,4.178571,15.63214,28,28,3,"SH"
2,1983,6.571429,14.48393,28,28,3,"SH"
2,1984,4.448276,14.26897,29,29,4,"SH"
2,1985,9.821429,13.66786,28,28,0,"SH"
2,1986,7.857143,14.72857,28,28,3,"SH"
2,1987,4.428571,13.40714,28,28,1,"SH"
2,1988,4.37931,13.77241,29,29,1,"SH"
2,1989,9.392857,14.35179,28,28,1,"SH"
2,1990,5.75,14.35714,28,28,0,"SH"
2,1991,4.714286,14.28929,28,28,0,"SH"
2,1992,7.793103,12.61897,29,29,0,"SH"
2,1993,6.107143,14.63036,28,28,4,"SH"
2,1994,5.464286,15.03036,28,28,4,"SH"
2,1995,8.964286,13.76071,28,28,0,"SH"
2,1996,7.137931,14.09138,29,29,0,"SH"
2,1997,4.714286,15.60357,28,28,5,"SH"
2,1998,6.892857,15.70536,28,28,7,"SH"
2,1999,4.25,16.23036,28,28,7,"SH"
2,2000,5.310345,15.57931,29,29,3,"SH"
2,2001,8.035714,15.75893,28,28,6,"SH"
3,1970,10.54839,13.57258,31,31,1,"SH"
3,1971,8.354839,12.89032,31,31,0,"SH"
3,1972,8.096774,13.80323,31,31,2,"SH"
3,1973,16.48387,13.01452,31,31,1,"SH"
3,1974,5.677419,14.5129,31,31,2,"SH"
3,1975,8.677419,14.67742,31,31,5,"SH"
3,1976,6.354839,14.58226,31,31,6,"SH"
3,1977,6.870968,15.21935,31,31,5,"SH"
3,1978,10.58065,12.82419,31,31,0,"SH"
3,1979,7.064516,13.3871,31,31,2,"SH"
3,1980,9.83871,14.38226,31,31,5,"SH"
3,1981,9.129032,16.17667,30,30,7,"SH"
3,1982,8.612903,15.34677,31,31,5,"SH"
3,1983,5.709677,15.40484,31,31,6,"SH"
3,1984,13.54839,13.67258,31,31,2,"SH"
3,1985,10.48387,14.44839,31,31,3,"SH"
3,1986,7.709677,14.76935,31,31,0,"SH"
3,1987,3.741935,14.47742,31,31,4,"SH"
3,1988,10.09677,13.27742,31,31,1,"SH"
3,1989,7.967742,13.27258,31,31,0,"SH"
3,1990,5.129032,14.17419,31,31,0,"SH"
3,1991,4.419355,15.67419,31,31,6,"SH"
3,1992,7.935484,13.36613,31,31,2,"SH"
3,1993,6.064516,14.66935,31,31,3,"SH"
3,1994,9.387097,14.21129,31,31,3,"SH"
3,1995,11.35484,14.36452,31,31,1,"SH"
3,1996,6.741935,13.6371,31,31,0,"SH"
3,1997,13.90323,15.31935,31,31,6,"SH"
3,1998,10.64516,14.64355,31,31,4,"SH"
3,1999,7.870968,14.17903,31,31,2,"SH"
3,2000,4.322581,13.70323,31,31,1,"SH"
3,2001,6.354839,14.6129,31,31,5,"SH"
4,1970,10.33333,13.26,30,30,0,"SH"
4,1971,7.8,12.53833,30,30,0,"SH"
4,1972,6.866667,11.99667,30,30,0,"SH"
4,1973,6.2,12.155,30,30,0,"SH"
4,1974,9.6,14.18,30,30,0,"SH"
4,1975,8.3,13.29,30,30,0,"SH"
4,1976,6.633333,13.57333,30,30,2,"SH"
4,1977,7.933333,13.04333,30,30,0,"SH"
4,1978,7,13.65167,30,30,1,"SH"
4,1979,11.46667,13.05333,30,30,0,"SH"
4,1980,9.1,12.38833,30,30,0,"SH"
4,1981,11.5,12.3,30,30,0,"SH"
4,1982,16.06667,14.41,30,30,1,"SH"
4,1983,14.9,13.30167,30,30,3,"SH"
4,1984,6.366667,12.03333,30,29,0,"SH"
4,1985,7.8,12.89,30,30,0,"SH"
4,1986,11.36667,12.15167,30,30,0,"SH"
4,1987,9.8,12.5,30,30,1,"SH"
4,1988,6.466667,13.11667,30,30,0,"SH"
4,1989,9.033333,13.415,30,30,0,"SH"
4,1990,6.066667,13.77167,30,30,0,"SH"
4,1991,10.93333,13.22167,30,30,2,"SH"
4,1992,8.633333,11.39667,30,30,0,"SH"
4,1993,8.166667,12.45,30,30,0,"SH"
4,1994,8.333333,13.44833,30,30,1,"SH"
4,1995,6.1,12.485,30,30,1,"SH"
4,1996,8.066667,12.61,30,30,0,"SH"
4,1997,7.4,13.87667,30,30,2,"SH"
4,1998,6.066667,12.16333,30,30,0,"SH"
4,1999,5.366667,12.73,30,30,0,"SH"
4,2000,5.933333,13.335,30,30,0,"SH"
4,2001,6.466667,13.21167,30,30,0,"SH"
